rank	score
0.001	1.50673
0.002	1.3182
0.003	1.1718
0.004	1.11971
0.005	1.05311
0.006	1.0371
0.007	0.9867
0.008	0.95999
0.009	0.93752
0.01	0.90133
0.02	0.68733
0.03	0.52346
0.04	0.39155
0.05	0.3092
0.06	0.23499
0.07	0.1518
0.08	0.10051
0.09	0.04822
0.1	0.0
0.2	-0.29862
0.3	-0.48249
0.4	-0.61927
0.5	-0.71998
0.6	-0.80841
0.7	-0.88201
0.8	-0.94688
0.9	-1.00276
1.0	-1.05472
2.0	-1.42624
3.0	-1.66744
4.0	-1.84568
5.0	-1.98537
6.0	-2.10399
7.0	-2.20532
8.0	-2.29638
9.0	-2.37666
10.0	-2.45068
20.0	-2.98452
30.0	-3.35806
40.0	-3.66823
50.0	-3.95167
60.0	-4.22777
70.0	-4.51643
80.0	-4.84377
90.0	-5.28612
100.0	-8.53637
