rank	score
0.001	1.52599
0.002	1.33062
0.003	1.13702
0.004	1.08048
0.005	1.03059
0.006	0.97352
0.007	0.9466
0.008	0.90135
0.009	0.87528
0.01	0.83079
0.02	0.63338
0.03	0.44789
0.04	0.34008
0.05	0.25369
0.06	0.18225
0.07	0.12658
0.08	0.07965
0.09	0.03709
0.1	-0.00159
0.2	-0.25497
0.3	-0.4407
0.4	-0.56107
0.5	-0.66722
0.6	-0.74887
0.7	-0.82657
0.8	-0.89254
0.9	-0.95038
1.0	-1.00631
2.0	-1.37059
3.0	-1.60112
4.0	-1.77283
5.0	-1.90994
6.0	-2.02557
7.0	-2.12486
8.0	-2.21466
9.0	-2.296
10.0	-2.37214
20.0	-2.93132
30.0	-3.33089
40.0	-3.66934
50.0	-3.97904
60.0	-4.28067
70.0	-4.59198
80.0	-4.94523
90.0	-5.41329
100.0	-8.34797
