rank	score
0.001	1.07686
0.002	0.95594
0.003	0.77372
0.004	0.73643
0.005	0.6783
0.006	0.66565
0.007	0.62051
0.008	0.59438
0.009	0.58419
0.01	0.5531
0.02	0.41816
0.03	0.32527
0.04	0.25496
0.05	0.20074
0.06	0.15911
0.07	0.1143
0.08	0.06282
0.09	0.02726
0.1	-0.00029
0.2	-0.23501
0.3	-0.37158
0.4	-0.47317
0.5	-0.55906
0.6	-0.62829
0.7	-0.68824
0.8	-0.74721
0.9	-0.79336
1.0	-0.83911
2.0	-1.14734
3.0	-1.34251
4.0	-1.49323
5.0	-1.61699
6.0	-1.72091
7.0	-1.81231
8.0	-1.89289
9.0	-1.96702
10.0	-2.03518
20.0	-2.53234
30.0	-2.88361
40.0	-3.17934
50.0	-3.4545
60.0	-3.72367
70.0	-4.01033
80.0	-4.34127
90.0	-4.79716
100.0	-7.914
