rank	score
0.001	1.37292
0.002	1.23746
0.003	1.17373
0.004	1.12165
0.005	1.08688
0.006	1.02108
0.007	0.98831
0.008	0.93965
0.009	0.89766
0.01	0.87005
0.02	0.62537
0.03	0.46825
0.04	0.34833
0.05	0.27098
0.06	0.20041
0.07	0.15295
0.08	0.09698
0.09	0.04571
0.1	-4e-05
0.2	-0.28532
0.3	-0.4648
0.4	-0.59805
0.5	-0.70003
0.6	-0.78466
0.7	-0.8546
0.8	-0.91962
0.9	-0.97764
1.0	-1.02753
2.0	-1.39896
3.0	-1.63377
4.0	-1.80799
5.0	-1.94922
6.0	-2.06613
7.0	-2.16739
8.0	-2.25939
9.0	-2.34215
10.0	-2.41807
20.0	-2.97614
30.0	-3.36173
40.0	-3.68314
50.0	-3.97453
60.0	-4.25986
70.0	-4.55897
80.0	-4.89957
90.0	-5.36301
100.0	-8.59144
