rank	score
0.001	1.68699
0.002	1.47839
0.003	1.35417
0.004	1.27587
0.005	1.19794
0.006	1.13911
0.007	1.11049
0.008	1.07994
0.009	1.0427
0.01	0.99535
0.02	0.68426
0.03	0.48639
0.04	0.3836
0.05	0.29818
0.06	0.22835
0.07	0.15873
0.08	0.10091
0.09	0.03737
0.1	0.0
0.2	-0.34404
0.3	-0.54518
0.4	-0.68274
0.5	-0.79742
0.6	-0.89648
0.7	-0.97502
0.8	-1.05076
0.9	-1.11874
1.0	-1.17846
2.0	-1.57699
3.0	-1.82684
4.0	-1.99811
5.0	-2.13346
6.0	-2.24701
7.0	-2.3429
8.0	-2.42882
9.0	-2.50435
10.0	-2.57402
20.0	-3.06718
30.0	-3.40724
40.0	-3.69117
50.0	-3.94482
60.0	-4.19141
70.0	-4.44619
80.0	-4.74132
90.0	-5.15422
100.0	-8.8202
