rank	score
0.001	1.55507
0.002	1.24681
0.003	1.18627
0.004	1.10123
0.005	1.06073
0.006	1.02838
0.007	1.00235
0.008	0.95143
0.009	0.91608
0.01	0.87643
0.02	0.64651
0.03	0.50689
0.04	0.39003
0.05	0.29707
0.06	0.2091
0.07	0.14737
0.08	0.0938
0.09	0.03979
0.1	-0.00203
0.2	-0.29144
0.3	-0.47713
0.4	-0.60441
0.5	-0.7044
0.6	-0.78518
0.7	-0.85987
0.8	-0.92228
0.9	-0.97402
1.0	-1.0234
2.0	-1.382
3.0	-1.60845
4.0	-1.77797
5.0	-1.91176
6.0	-2.02416
7.0	-2.12302
8.0	-2.21076
9.0	-2.2884
10.0	-2.3593
20.0	-2.85352
30.0	-3.18183
40.0	-3.45258
50.0	-3.70133
60.0	-3.94716
70.0	-4.20947
80.0	-4.51467
90.0	-4.93809
100.0	-7.90353
