rank	score
0.001	0.87639
0.002	0.80563
0.003	0.73782
0.004	0.68568
0.005	0.65697
0.006	0.62286
0.007	0.60952
0.008	0.58615
0.009	0.55362
0.01	0.53265
0.02	0.39127
0.03	0.29233
0.04	0.22735
0.05	0.17027
0.06	0.12417
0.07	0.08379
0.08	0.04911
0.09	0.02198
0.1	0.0
0.2	-0.19947
0.3	-0.32793
0.4	-0.42385
0.5	-0.49543
0.6	-0.56269
0.7	-0.61854
0.8	-0.66679
0.9	-0.71703
1.0	-0.75946
2.0	-1.05411
3.0	-1.24106
4.0	-1.38355
5.0	-1.49698
6.0	-1.59471
7.0	-1.68081
8.0	-1.75758
9.0	-1.82966
10.0	-1.89344
20.0	-2.37498
30.0	-2.72099
40.0	-3.01345
50.0	-3.28596
60.0	-3.55834
70.0	-3.84557
80.0	-4.176
90.0	-4.63379
100.0	-7.9693
