rank	score
0.001	1.06537
0.002	1.00027
0.003	0.93804
0.004	0.89427
0.005	0.86845
0.006	0.83008
0.007	0.78456
0.008	0.73905
0.009	0.71161
0.01	0.68676
0.02	0.52677
0.03	0.36735
0.04	0.29134
0.05	0.22777
0.06	0.17438
0.07	0.12823
0.08	0.0793
0.09	0.03417
0.1	-0.00024
0.2	-0.26039
0.3	-0.41498
0.4	-0.52935
0.5	-0.62685
0.6	-0.70838
0.7	-0.77999
0.8	-0.83887
0.9	-0.89361
1.0	-0.93976
2.0	-1.2767
3.0	-1.48781
4.0	-1.64633
5.0	-1.77516
6.0	-1.88635
7.0	-1.98311
8.0	-2.07051
9.0	-2.14822
10.0	-2.21898
20.0	-2.73826
30.0	-3.10218
40.0	-3.40221
50.0	-3.67561
60.0	-3.94183
70.0	-4.22008
80.0	-4.53939
90.0	-4.97411
100.0	-8.62646
