rank	score
0.001	0.99834
0.002	0.89812
0.003	0.83603
0.004	0.75414
0.005	0.71939
0.006	0.68077
0.007	0.63689
0.008	0.62699
0.009	0.59773
0.01	0.56509
0.02	0.40786
0.03	0.30768
0.04	0.2298
0.05	0.17956
0.06	0.13048
0.07	0.09347
0.08	0.05783
0.09	0.02558
0.1	-0.00034
0.2	-0.20667
0.3	-0.34865
0.4	-0.4481
0.5	-0.52846
0.6	-0.59581
0.7	-0.65331
0.8	-0.70656
0.9	-0.75432
1.0	-0.79521
2.0	-1.08774
3.0	-1.27886
4.0	-1.42439
5.0	-1.5411
6.0	-1.63948
7.0	-1.72573
8.0	-1.80284
9.0	-1.87282
10.0	-1.93728
20.0	-2.41562
30.0	-2.75597
40.0	-3.0442
50.0	-3.31394
60.0	-3.58101
70.0	-3.86316
80.0	-4.18832
90.0	-4.633
100.0	-7.88158
