rank	score
0.001	1.26843
0.002	1.13565
0.003	1.0128
0.004	0.98478
0.005	0.92233
0.006	0.8853
0.007	0.84508
0.008	0.80354
0.009	0.7647
0.01	0.73449
0.02	0.55797
0.03	0.43988
0.04	0.35268
0.05	0.26332
0.06	0.19115
0.07	0.12503
0.08	0.08164
0.09	0.03312
0.1	-0.00276
0.2	-0.27451
0.3	-0.43983
0.4	-0.55674
0.5	-0.65063
0.6	-0.73072
0.7	-0.80184
0.8	-0.86383
0.9	-0.91957
1.0	-0.9695
2.0	-1.34301
3.0	-1.57781
4.0	-1.74573
5.0	-1.87993
6.0	-1.9919
7.0	-2.08791
8.0	-2.17435
9.0	-2.25157
10.0	-2.32423
20.0	-2.87906
30.0	-3.26733
40.0	-3.5701
50.0	-3.83121
60.0	-4.07885
70.0	-4.33618
80.0	-4.63554
90.0	-5.04711
100.0	-8.14606
