rank	score
0.001	1.5269
0.002	1.26045
0.003	1.07435
0.004	1.0049
0.005	0.95899
0.006	0.89709
0.007	0.87316
0.008	0.80719
0.009	0.76254
0.01	0.747
0.02	0.54872
0.03	0.41408
0.04	0.31424
0.05	0.25027
0.06	0.18987
0.07	0.13669
0.08	0.08628
0.09	0.03871
0.1	-0.00023
0.2	-0.2724
0.3	-0.43029
0.4	-0.56091
0.5	-0.65982
0.6	-0.74273
0.7	-0.81098
0.8	-0.8722
0.9	-0.92703
1.0	-0.97848
2.0	-1.3171
3.0	-1.532
4.0	-1.69751
5.0	-1.83002
6.0	-1.94561
7.0	-2.04548
8.0	-2.13324
9.0	-2.21279
10.0	-2.2865
20.0	-2.82062
30.0	-3.19319
40.0	-3.50024
50.0	-3.78155
60.0	-4.05554
70.0	-4.34568
80.0	-4.67639
90.0	-5.13168
100.0	-8.27369
