rank	score
0.001	1.05701
0.002	0.96862
0.003	0.91961
0.004	0.87646
0.005	0.84707
0.006	0.81417
0.007	0.78293
0.008	0.73554
0.009	0.71098
0.01	0.67966
0.02	0.52371
0.03	0.43478
0.04	0.33518
0.05	0.25223
0.06	0.18811
0.07	0.11728
0.08	0.07734
0.09	0.03457
0.1	0.0
0.2	-0.29526
0.3	-0.4749
0.4	-0.60015
0.5	-0.70413
0.6	-0.7782
0.7	-0.84744
0.8	-0.90957
0.9	-0.96063
1.0	-1.00722
2.0	-1.33302
3.0	-1.53393
4.0	-1.69054
5.0	-1.81721
6.0	-1.92283
7.0	-2.01821
8.0	-2.10265
9.0	-2.17823
10.0	-2.24855
20.0	-2.74943
30.0	-3.09433
40.0	-3.38562
50.0	-3.65321
60.0	-3.91521
70.0	-4.19156
80.0	-4.51178
90.0	-4.95289
100.0	-8.38472
