rank	score
0.001	1.18377
0.002	1.01748
0.003	0.9299
0.004	0.90317
0.005	0.82676
0.006	0.76722
0.007	0.73631
0.008	0.69402
0.009	0.65172
0.01	0.62634
0.02	0.45616
0.03	0.33585
0.04	0.25831
0.05	0.19172
0.06	0.13382
0.07	0.09388
0.08	0.05918
0.09	0.02779
0.1	-0.00075
0.2	-0.23483
0.3	-0.37398
0.4	-0.4816
0.5	-0.56504
0.6	-0.63516
0.7	-0.69393
0.8	-0.74493
0.9	-0.79326
1.0	-0.83552
2.0	-1.1315
3.0	-1.32149
4.0	-1.46534
5.0	-1.58388
6.0	-1.68428
7.0	-1.77001
8.0	-1.84936
9.0	-1.91903
10.0	-1.98453
20.0	-2.46905
30.0	-2.8145
40.0	-3.10189
50.0	-3.36735
60.0	-3.62706
70.0	-3.9032
80.0	-4.22066
90.0	-4.65537
100.0	-7.99564
