rank	score
0.001	0.84277
0.002	0.7687
0.003	0.71233
0.004	0.6725
0.005	0.64894
0.006	0.60246
0.007	0.58227
0.008	0.5523
0.009	0.52874
0.01	0.51725
0.02	0.39089
0.03	0.30992
0.04	0.24159
0.05	0.1862
0.06	0.14035
0.07	0.09523
0.08	0.06307
0.09	0.03071
0.1	-0.00045
0.2	-0.24706
0.3	-0.43546
0.4	-0.58093
0.5	-0.69772
0.6	-0.79581
0.7	-0.87771
0.8	-0.95187
0.9	-1.01416
1.0	-1.06909
2.0	-1.41713
3.0	-1.62868
4.0	-1.77731
5.0	-1.90236
6.0	-2.00843
7.0	-2.10376
8.0	-2.18755
9.0	-2.26518
10.0	-2.33813
20.0	-2.86737
30.0	-3.22663
40.0	-3.52306
50.0	-3.79375
60.0	-4.06145
70.0	-4.34555
80.0	-4.67526
90.0	-5.12961
100.0	-8.28369
