rank	score
0.001	1.65703
0.002	1.42115
0.003	1.22678
0.004	1.16049
0.005	1.10237
0.006	1.02445
0.007	0.92137
0.008	0.8864
0.009	0.85725
0.01	0.81333
0.02	0.60903
0.03	0.4436
0.04	0.34041
0.05	0.25842
0.06	0.19759
0.07	0.13737
0.08	0.08175
0.09	0.03716
0.1	-0.0009
0.2	-0.26459
0.3	-0.42111
0.4	-0.54155
0.5	-0.63906
0.6	-0.71594
0.7	-0.78333
0.8	-0.84832
0.9	-0.90588
1.0	-0.95859
2.0	-1.30244
3.0	-1.52067
4.0	-1.68384
5.0	-1.81736
6.0	-1.93315
7.0	-2.03197
8.0	-2.11886
9.0	-2.19925
10.0	-2.27248
20.0	-2.81077
30.0	-3.18948
40.0	-3.50496
50.0	-3.79208
60.0	-4.07215
70.0	-4.36201
80.0	-4.68865
90.0	-5.12887
100.0	-8.13902
