rank	score
0.001	1.44735
0.002	1.33685
0.003	1.2129
0.004	1.10585
0.005	1.05799
0.006	1.00786
0.007	0.94936
0.008	0.88872
0.009	0.84218
0.01	0.8173
0.02	0.59405
0.03	0.42618
0.04	0.31967
0.05	0.23851
0.06	0.17608
0.07	0.12444
0.08	0.07929
0.09	0.03218
0.1	-0.00077
0.2	-0.2734
0.3	-0.4312
0.4	-0.55368
0.5	-0.64935
0.6	-0.73253
0.7	-0.80689
0.8	-0.8662
0.9	-0.92048
1.0	-0.96838
2.0	-1.30392
3.0	-1.51389
4.0	-1.672
5.0	-1.79891
6.0	-1.90739
7.0	-2.00117
8.0	-2.0868
9.0	-2.16277
10.0	-2.23221
20.0	-2.74394
30.0	-3.10074
40.0	-3.39638
50.0	-3.66587
60.0	-3.92976
70.0	-4.20978
80.0	-4.53731
90.0	-4.98435
100.0	-8.10293
