rank	score
0.001	1.67267
0.002	1.33033
0.003	1.15291
0.004	1.10579
0.005	1.01617
0.006	0.96929
0.007	0.87149
0.008	0.83516
0.009	0.7978
0.01	0.77159
0.02	0.56245
0.03	0.43785
0.04	0.32038
0.05	0.24275
0.06	0.18331
0.07	0.12885
0.08	0.07662
0.09	0.03542
0.1	-4e-05
0.2	-0.24748
0.3	-0.39579
0.4	-0.51114
0.5	-0.59342
0.6	-0.66323
0.7	-0.72367
0.8	-0.77604
0.9	-0.82077
1.0	-0.86416
2.0	-1.16755
3.0	-1.3605
4.0	-1.50104
5.0	-1.61533
6.0	-1.71387
7.0	-1.79761
8.0	-1.87237
9.0	-1.93952
10.0	-2.00131
20.0	-2.46132
30.0	-2.7873
40.0	-3.06283
50.0	-3.32194
60.0	-3.5803
70.0	-3.85589
80.0	-4.17882
90.0	-4.62587
100.0	-7.97608
