rank	score
0.001	0.96466
0.002	0.86672
0.003	0.79128
0.004	0.72616
0.005	0.68255
0.006	0.66481
0.007	0.64549
0.008	0.62158
0.009	0.58886
0.01	0.5664
0.02	0.41547
0.03	0.32676
0.04	0.25562
0.05	0.20034
0.06	0.14847
0.07	0.10309
0.08	0.0564
0.09	0.02614
0.1	-2e-05
0.2	-0.20204
0.3	-0.34617
0.4	-0.45549
0.5	-0.53933
0.6	-0.61454
0.7	-0.67712
0.8	-0.73631
0.9	-0.79005
1.0	-0.83679
2.0	-1.17
3.0	-1.38531
4.0	-1.54255
5.0	-1.67159
6.0	-1.78038
7.0	-1.87342
8.0	-1.95865
9.0	-2.03603
10.0	-2.10835
20.0	-2.63084
30.0	-2.98987
40.0	-3.28791
50.0	-3.55899
60.0	-3.82294
70.0	-4.10125
80.0	-4.42122
90.0	-4.85728
100.0	-8.26401
