rank	score
0.001	1.24903
0.002	1.18605
0.003	1.11018
0.004	1.06908
0.005	1.01258
0.006	0.95313
0.007	0.90191
0.008	0.87282
0.009	0.84037
0.01	0.81525
0.02	0.58904
0.03	0.45839
0.04	0.35116
0.05	0.26685
0.06	0.18679
0.07	0.13994
0.08	0.09091
0.09	0.0448
0.1	0.0
0.2	-0.28161
0.3	-0.45711
0.4	-0.58933
0.5	-0.68935
0.6	-0.77358
0.7	-0.84254
0.8	-0.90954
0.9	-0.96709
1.0	-1.01716
2.0	-1.3647
3.0	-1.58935
4.0	-1.76189
5.0	-1.90091
6.0	-2.01859
7.0	-2.12246
8.0	-2.21272
9.0	-2.2958
10.0	-2.36987
20.0	-2.90319
30.0	-3.26172
40.0	-3.56015
50.0	-3.83306
60.0	-4.10222
70.0	-4.38461
80.0	-4.70648
90.0	-5.14183
100.0	-8.56266
