rank	score
0.001	1.14925
0.002	0.95781
0.003	0.85875
0.004	0.81446
0.005	0.71902
0.006	0.68666
0.007	0.66269
0.008	0.63376
0.009	0.6248
0.01	0.61227
0.02	0.46415
0.03	0.35391
0.04	0.26762
0.05	0.20829
0.06	0.15515
0.07	0.11489
0.08	0.07135
0.09	0.03715
0.1	0.0
0.2	-0.26813
0.3	-0.41352
0.4	-0.52305
0.5	-0.60768
0.6	-0.68079
0.7	-0.74124
0.8	-0.79895
0.9	-0.85021
1.0	-0.89518
2.0	-1.21606
3.0	-1.42086
4.0	-1.57403
5.0	-1.69751
6.0	-1.80459
7.0	-1.89834
8.0	-1.98164
9.0	-2.05832
10.0	-2.12818
20.0	-2.64725
30.0	-3.01705
40.0	-3.32611
50.0	-3.61235
60.0	-3.88953
70.0	-4.17594
80.0	-4.50037
90.0	-4.93363
100.0	-7.54728
