rank	score
0.001	1.33607
0.002	1.15044
0.003	1.02857
0.004	0.94805
0.005	0.90707
0.006	0.85388
0.007	0.81361
0.008	0.77564
0.009	0.74782
0.01	0.72599
0.02	0.55453
0.03	0.40591
0.04	0.31299
0.05	0.2473
0.06	0.17344
0.07	0.1201
0.08	0.07619
0.09	0.03328
0.1	0.0
0.2	-0.2925
0.3	-0.46865
0.4	-0.59105
0.5	-0.69481
0.6	-0.77471
0.7	-0.84116
0.8	-0.89851
0.9	-0.95276
1.0	-1.00483
2.0	-1.34281
3.0	-1.56504
4.0	-1.72793
5.0	-1.86295
6.0	-1.97631
7.0	-2.07506
8.0	-2.16356
9.0	-2.24611
10.0	-2.32031
20.0	-2.84293
30.0	-3.20011
40.0	-3.49597
50.0	-3.76872
60.0	-4.03961
70.0	-4.32975
80.0	-4.6661
90.0	-5.13242
100.0	-8.77281
