rank	score
0.001	1.31414
0.002	1.15994
0.003	1.08121
0.004	1.02086
0.005	0.98961
0.006	0.94466
0.007	0.87919
0.008	0.82667
0.009	0.79096
0.01	0.77056
0.02	0.56468
0.03	0.43657
0.04	0.34838
0.05	0.27049
0.06	0.20817
0.07	0.12759
0.08	0.07733
0.09	0.03515
0.1	0.0
0.2	-0.29602
0.3	-0.47697
0.4	-0.61005
0.5	-0.71787
0.6	-0.8055
0.7	-0.88339
0.8	-0.9476
0.9	-1.00492
1.0	-1.05765
2.0	-1.41804
3.0	-1.64512
4.0	-1.81422
5.0	-1.95069
6.0	-2.06757
7.0	-2.17164
8.0	-2.26194
9.0	-2.34111
10.0	-2.41423
20.0	-2.93027
30.0	-3.28082
40.0	-3.56963
50.0	-3.83219
60.0	-4.08966
70.0	-4.36305
80.0	-4.6758
90.0	-5.10182
100.0	-8.37444
