rank	score
0.001	0.94209
0.002	0.8196
0.003	0.77777
0.004	0.75135
0.005	0.72394
0.006	0.67893
0.007	0.65562
0.008	0.6351
0.009	0.60176
0.01	0.58205
0.02	0.45875
0.03	0.35196
0.04	0.27155
0.05	0.22224
0.06	0.17647
0.07	0.11898
0.08	0.07478
0.09	0.03839
0.1	-0.00166
0.2	-0.31285
0.3	-0.52861
0.4	-0.68604
0.5	-0.81996
0.6	-0.92203
0.7	-1.01197
0.8	-1.08048
0.9	-1.14394
1.0	-1.19975
2.0	-1.53396
3.0	-1.7354
4.0	-1.89172
5.0	-2.02326
6.0	-2.13596
7.0	-2.23838
8.0	-2.33407
9.0	-2.421
10.0	-2.5025
20.0	-3.08482
30.0	-3.44529
40.0	-3.72017
50.0	-3.965
60.0	-4.20411
70.0	-4.45755
80.0	-4.75076
90.0	-5.15452
100.0	-8.59291
