rank	score
0.001	1.26241
0.002	1.12472
0.003	1.04556
0.004	1.01613
0.005	0.96534
0.006	0.91986
0.007	0.88856
0.008	0.84174
0.009	0.82245
0.01	0.77963
0.02	0.54468
0.03	0.39925
0.04	0.29813
0.05	0.2255
0.06	0.171
0.07	0.1226
0.08	0.08209
0.09	0.03806
0.1	0.0
0.2	-0.29732
0.3	-0.46084
0.4	-0.58825
0.5	-0.68699
0.6	-0.76993
0.7	-0.84153
0.8	-0.90827
0.9	-0.96593
1.0	-1.01777
2.0	-1.37024
3.0	-1.59267
4.0	-1.76595
5.0	-1.90348
6.0	-2.02096
7.0	-2.12307
8.0	-2.21769
9.0	-2.30204
10.0	-2.37916
20.0	-2.9425
30.0	-3.33366
40.0	-3.6582
50.0	-3.95702
60.0	-4.24583
70.0	-4.54644
80.0	-4.88662
90.0	-5.34545
100.0	-8.99543
