rank	score
0.001	1.33451
0.002	1.1875
0.003	1.06061
0.004	1.00505
0.005	0.97331
0.006	0.92742
0.007	0.8984
0.008	0.87744
0.009	0.84201
0.01	0.79913
0.02	0.58513
0.03	0.44225
0.04	0.33446
0.05	0.25853
0.06	0.1958
0.07	0.13613
0.08	0.08454
0.09	0.03084
0.1	-0.00186
0.2	-0.29142
0.3	-0.46707
0.4	-0.59715
0.5	-0.69662
0.6	-0.78304
0.7	-0.85077
0.8	-0.91392
0.9	-0.96717
1.0	-1.01715
2.0	-1.36406
3.0	-1.57931
4.0	-1.74388
5.0	-1.87032
6.0	-1.98015
7.0	-2.07773
8.0	-2.16338
9.0	-2.24018
10.0	-2.31206
20.0	-2.81274
30.0	-3.16187
40.0	-3.44862
50.0	-3.71272
60.0	-3.97374
70.0	-4.24885
80.0	-4.56531
90.0	-4.99693
100.0	-8.04289
