rank	score
0.001	1.24444
0.002	1.09798
0.003	1.0018
0.004	0.93529
0.005	0.89893
0.006	0.83891
0.007	0.81133
0.008	0.79022
0.009	0.75224
0.01	0.72521
0.02	0.52776
0.03	0.4144
0.04	0.31328
0.05	0.25199
0.06	0.18284
0.07	0.12396
0.08	0.0758
0.09	0.03415
0.1	-0.00023
0.2	-0.26388
0.3	-0.43159
0.4	-0.55163
0.5	-0.65214
0.6	-0.73191
0.7	-0.80255
0.8	-0.86977
0.9	-0.92967
1.0	-0.98158
2.0	-1.34342
3.0	-1.55774
4.0	-1.71991
5.0	-1.8498
6.0	-1.96047
7.0	-2.0555
8.0	-2.13845
9.0	-2.2154
10.0	-2.28595
20.0	-2.7818
30.0	-3.12842
40.0	-3.41707
50.0	-3.68352
60.0	-3.94473
70.0	-4.22183
80.0	-4.54091
90.0	-4.98291
100.0	-8.64234
