rank	score
0.001	1.08113
0.002	0.92226
0.003	0.8747
0.004	0.80771
0.005	0.75874
0.006	0.71501
0.007	0.69287
0.008	0.6833
0.009	0.66767
0.01	0.64292
0.02	0.44766
0.03	0.35842
0.04	0.27798
0.05	0.21074
0.06	0.15873
0.07	0.10789
0.08	0.06912
0.09	0.0314
0.1	-0.00014
0.2	-0.22612
0.3	-0.36992
0.4	-0.47329
0.5	-0.5556
0.6	-0.62924
0.7	-0.68986
0.8	-0.74815
0.9	-0.79451
1.0	-0.8412
2.0	-1.14411
3.0	-1.33983
4.0	-1.48297
5.0	-1.60037
6.0	-1.70077
7.0	-1.78815
8.0	-1.86766
9.0	-1.93862
10.0	-2.00462
20.0	-2.49046
30.0	-2.83551
40.0	-3.12637
50.0	-3.39741
60.0	-3.66363
70.0	-3.9419
80.0	-4.26268
90.0	-4.69479
100.0	-7.92548
