rank	score
0.001	1.35061
0.002	1.22269
0.003	1.01188
0.004	0.95799
0.005	0.92293
0.006	0.8547
0.007	0.82238
0.008	0.79837
0.009	0.76529
0.01	0.74707
0.02	0.48675
0.03	0.38867
0.04	0.30841
0.05	0.23164
0.06	0.18387
0.07	0.12052
0.08	0.07639
0.09	0.0306
0.1	-0.00064
0.2	-0.27949
0.3	-0.44514
0.4	-0.56685
0.5	-0.66143
0.6	-0.73837
0.7	-0.80796
0.8	-0.86925
0.9	-0.92039
1.0	-0.96862
2.0	-1.30394
3.0	-1.51071
4.0	-1.66728
5.0	-1.79201
6.0	-1.89688
7.0	-1.99012
8.0	-2.07364
9.0	-2.14824
10.0	-2.21726
20.0	-2.72114
30.0	-3.07605
40.0	-3.37427
50.0	-3.64554
60.0	-3.91293
70.0	-4.19452
80.0	-4.51891
90.0	-4.96054
100.0	-8.04044
