rank	score
0.001	1.00519
0.002	0.9682
0.003	0.85363
0.004	0.8246
0.005	0.77107
0.006	0.71788
0.007	0.70633
0.008	0.67536
0.009	0.64464
0.01	0.62781
0.02	0.48026
0.03	0.35699
0.04	0.28874
0.05	0.21195
0.06	0.15936
0.07	0.11903
0.08	0.08196
0.09	0.03303
0.1	-0.00013
0.2	-0.25733
0.3	-0.41826
0.4	-0.54596
0.5	-0.65237
0.6	-0.73467
0.7	-0.80554
0.8	-0.86494
0.9	-0.91855
1.0	-0.96991
2.0	-1.31437
3.0	-1.52264
4.0	-1.67459
5.0	-1.79539
6.0	-1.89572
7.0	-1.98377
8.0	-2.0614
9.0	-2.13116
10.0	-2.19426
20.0	-2.65885
30.0	-2.98887
40.0	-3.26837
50.0	-3.52987
60.0	-3.79195
70.0	-4.07017
80.0	-4.39682
90.0	-4.85048
100.0	-8.79943
