rank	score
0.001	0.97553
0.002	0.91173
0.003	0.87113
0.004	0.84719
0.005	0.79276
0.006	0.75296
0.007	0.72156
0.008	0.68136
0.009	0.66127
0.01	0.63596
0.02	0.45956
0.03	0.36048
0.04	0.27855
0.05	0.21419
0.06	0.16152
0.07	0.11768
0.08	0.07195
0.09	0.03013
0.1	-8e-05
0.2	-0.24495
0.3	-0.39814
0.4	-0.51973
0.5	-0.62001
0.6	-0.69907
0.7	-0.77044
0.8	-0.8356
0.9	-0.89381
1.0	-0.94294
2.0	-1.28705
3.0	-1.49744
4.0	-1.65649
5.0	-1.78179
6.0	-1.89023
7.0	-1.98233
8.0	-2.06497
9.0	-2.13928
10.0	-2.20801
20.0	-2.70708
30.0	-3.05085
40.0	-3.33829
50.0	-3.6019
60.0	-3.86075
70.0	-4.13309
80.0	-4.44572
90.0	-4.87625
100.0	-8.36394
