rank	score
0.001	1.26262
0.002	1.11667
0.003	1.01987
0.004	0.96462
0.005	0.91778
0.006	0.87773
0.007	0.83004
0.008	0.79584
0.009	0.78092
0.01	0.75553
0.02	0.58436
0.03	0.45949
0.04	0.34349
0.05	0.26598
0.06	0.20304
0.07	0.14847
0.08	0.09481
0.09	0.0372
0.1	0.0
0.2	-0.29965
0.3	-0.48998
0.4	-0.62098
0.5	-0.72533
0.6	-0.80602
0.7	-0.88296
0.8	-0.94735
0.9	-1.00857
1.0	-1.06122
2.0	-1.42761
3.0	-1.65478
4.0	-1.81998
5.0	-1.95458
6.0	-2.06824
7.0	-2.16637
8.0	-2.25427
9.0	-2.33319
10.0	-2.40505
20.0	-2.92223
30.0	-3.28294
40.0	-3.58433
50.0	-3.86145
60.0	-4.13648
70.0	-4.4233
80.0	-4.75346
90.0	-5.20534
100.0	-8.6169
