rank	score
0.001	1.38926
0.002	1.25951
0.003	1.1621
0.004	1.09424
0.005	1.02319
0.006	0.96918
0.007	0.92032
0.008	0.84233
0.009	0.81173
0.01	0.77977
0.02	0.56441
0.03	0.42183
0.04	0.335
0.05	0.25203
0.06	0.18454
0.07	0.13185
0.08	0.0806
0.09	0.03267
0.1	0.0
0.2	-0.26334
0.3	-0.42203
0.4	-0.54498
0.5	-0.63556
0.6	-0.71629
0.7	-0.78728
0.8	-0.8461
0.9	-0.89906
1.0	-0.94748
2.0	-1.29185
3.0	-1.50798
4.0	-1.66822
5.0	-1.79888
6.0	-1.91051
7.0	-2.00653
8.0	-2.09292
9.0	-2.16921
10.0	-2.24014
20.0	-2.75635
30.0	-3.11504
40.0	-3.40995
50.0	-3.67716
60.0	-3.9392
70.0	-4.2137
80.0	-4.52624
90.0	-4.94918
100.0	-8.16702
