rank	score
0.001	1.33235
0.002	1.18327
0.003	1.09341
0.004	0.99977
0.005	0.94087
0.006	0.87471
0.007	0.82157
0.008	0.76111
0.009	0.73251
0.01	0.69985
0.02	0.52861
0.03	0.39877
0.04	0.29968
0.05	0.23244
0.06	0.1793
0.07	0.11764
0.08	0.07958
0.09	0.03313
0.1	-0.0023
0.2	-0.27965
0.3	-0.44852
0.4	-0.57523
0.5	-0.67069
0.6	-0.75366
0.7	-0.82419
0.8	-0.88992
0.9	-0.94581
1.0	-0.99297
2.0	-1.33543
3.0	-1.55741
4.0	-1.72426
5.0	-1.8603
6.0	-1.97932
7.0	-2.07933
8.0	-2.17101
9.0	-2.25271
10.0	-2.32775
20.0	-2.86868
30.0	-3.24396
40.0	-3.55778
50.0	-3.85104
60.0	-4.13961
70.0	-4.44536
80.0	-4.79488
90.0	-5.26314
100.0	-8.2841
