rank	score
0.001	1.2454
0.002	1.1785
0.003	1.10952
0.004	1.06835
0.005	1.02512
0.006	0.96633
0.007	0.9428
0.008	0.90915
0.009	0.87078
0.01	0.83146
0.02	0.63786
0.03	0.46042
0.04	0.37193
0.05	0.27647
0.06	0.20372
0.07	0.13666
0.08	0.07608
0.09	0.03853
0.1	-0.00021
0.2	-0.29611
0.3	-0.4782
0.4	-0.60019
0.5	-0.68936
0.6	-0.75973
0.7	-0.82762
0.8	-0.88162
0.9	-0.93
1.0	-0.97428
2.0	-1.29513
3.0	-1.50159
4.0	-1.66401
5.0	-1.79621
6.0	-1.90975
7.0	-2.00916
8.0	-2.09941
9.0	-2.18066
10.0	-2.25485
20.0	-2.78024
30.0	-3.14556
40.0	-3.45172
50.0	-3.73454
60.0	-4.008
70.0	-4.29668
80.0	-4.63649
90.0	-5.10598
100.0	-8.53776
