rank	score
0.001	1.50756
0.002	1.33128
0.003	1.09867
0.004	1.0298
0.005	0.95889
0.006	0.8861
0.007	0.83034
0.008	0.77918
0.009	0.73124
0.01	0.71195
0.02	0.50424
0.03	0.39978
0.04	0.30584
0.05	0.22734
0.06	0.17068
0.07	0.11281
0.08	0.06918
0.09	0.033
0.1	-0.00105
0.2	-0.27208
0.3	-0.42908
0.4	-0.54524
0.5	-0.63872
0.6	-0.72008
0.7	-0.79022
0.8	-0.84552
0.9	-0.90018
1.0	-0.94796
2.0	-1.27667
3.0	-1.47846
4.0	-1.63347
5.0	-1.75817
6.0	-1.86135
7.0	-1.95121
8.0	-2.03116
9.0	-2.10592
10.0	-2.17466
20.0	-2.66915
30.0	-3.01484
40.0	-3.30314
50.0	-3.56623
60.0	-3.82461
70.0	-4.10028
80.0	-4.425
90.0	-4.87607
100.0	-8.64306
