rank	score
0.001	1.35809
0.002	1.26171
0.003	1.13144
0.004	1.06608
0.005	1.00663
0.006	0.98188
0.007	0.94942
0.008	0.8811
0.009	0.85508
0.01	0.81627
0.02	0.59978
0.03	0.47183
0.04	0.37514
0.05	0.27055
0.06	0.19973
0.07	0.13396
0.08	0.07658
0.09	0.04218
0.1	-0.00034
0.2	-0.30586
0.3	-0.50292
0.4	-0.66269
0.5	-0.78207
0.6	-0.87708
0.7	-0.95977
0.8	-1.02685
0.9	-1.09194
1.0	-1.15094
2.0	-1.52127
3.0	-1.73941
4.0	-1.89945
5.0	-2.02512
6.0	-2.12948
7.0	-2.21968
8.0	-2.29629
9.0	-2.36789
10.0	-2.4315
20.0	-2.90298
30.0	-3.23846
40.0	-3.5198
50.0	-3.7792
60.0	-4.04044
70.0	-4.31617
80.0	-4.63621
90.0	-5.07742
100.0	-8.50126
