rank	score
0.001	1.23567
0.002	1.07821
0.003	0.99161
0.004	0.95309
0.005	0.89818
0.006	0.86665
0.007	0.8365
0.008	0.81801
0.009	0.77458
0.01	0.74417
0.02	0.53346
0.03	0.42361
0.04	0.33288
0.05	0.25169
0.06	0.18951
0.07	0.12948
0.08	0.07508
0.09	0.03458
0.1	0.0
0.2	-0.30274
0.3	-0.48494
0.4	-0.62215
0.5	-0.72602
0.6	-0.81472
0.7	-0.88833
0.8	-0.95101
0.9	-1.009
1.0	-1.05751
2.0	-1.40087
3.0	-1.61978
4.0	-1.7871
5.0	-1.92298
6.0	-2.03831
7.0	-2.14325
8.0	-2.23517
9.0	-2.3207
10.0	-2.39747
20.0	-2.96297
30.0	-3.33809
40.0	-3.63812
50.0	-3.90648
60.0	-4.16908
70.0	-4.4442
80.0	-4.76
90.0	-5.19022
100.0	-8.47369
