rank	score
0.001	1.01428
0.002	0.9257
0.003	0.86272
0.004	0.82951
0.005	0.79916
0.006	0.76331
0.007	0.72866
0.008	0.68883
0.009	0.62585
0.01	0.59508
0.02	0.44197
0.03	0.33564
0.04	0.27025
0.05	0.20212
0.06	0.15079
0.07	0.10665
0.08	0.05981
0.09	0.029
0.1	-0.00036
0.2	-0.22324
0.3	-0.36512
0.4	-0.47468
0.5	-0.5588
0.6	-0.62909
0.7	-0.68675
0.8	-0.7403
0.9	-0.78825
1.0	-0.82943
2.0	-1.13271
3.0	-1.33035
4.0	-1.47757
5.0	-1.5982
6.0	-1.69852
7.0	-1.7883
8.0	-1.86718
9.0	-1.94043
10.0	-2.00734
20.0	-2.50207
30.0	-2.85531
40.0	-3.15257
50.0	-3.42667
60.0	-3.69593
70.0	-3.98059
80.0	-4.30358
90.0	-4.73702
100.0	-7.75965
