rank	score
0.001	1.48036
0.002	1.25947
0.003	1.1341
0.004	1.05052
0.005	0.99343
0.006	0.92483
0.007	0.87663
0.008	0.83339
0.009	0.79459
0.01	0.76757
0.02	0.53405
0.03	0.40388
0.04	0.31854
0.05	0.23388
0.06	0.17374
0.07	0.12565
0.08	0.07818
0.09	0.03447
0.1	0.0
0.2	-0.27485
0.3	-0.43331
0.4	-0.54845
0.5	-0.64808
0.6	-0.7211
0.7	-0.78602
0.8	-0.84457
0.9	-0.89449
1.0	-0.93848
2.0	-1.26626
3.0	-1.47092
4.0	-1.62053
5.0	-1.74278
6.0	-1.84639
7.0	-1.93721
8.0	-2.01636
9.0	-2.09027
10.0	-2.15687
20.0	-2.65448
30.0	-3.01071
40.0	-3.31288
50.0	-3.59364
60.0	-3.87169
70.0	-4.16641
80.0	-4.5137
90.0	-4.98992
100.0	-8.73195
