rank	score
0.001	0.95529
0.002	0.83071
0.003	0.79024
0.004	0.74447
0.005	0.67471
0.006	0.64558
0.007	0.6209
0.008	0.60855
0.009	0.59498
0.01	0.55896
0.02	0.42854
0.03	0.32539
0.04	0.24411
0.05	0.1918
0.06	0.13678
0.07	0.09304
0.08	0.05719
0.09	0.02844
0.1	0.0
0.2	-0.22305
0.3	-0.37225
0.4	-0.49555
0.5	-0.58637
0.6	-0.66866
0.7	-0.74175
0.8	-0.80796
0.9	-0.86319
1.0	-0.91572
2.0	-1.2792
3.0	-1.5007
4.0	-1.66659
5.0	-1.79893
6.0	-1.90907
7.0	-2.00446
8.0	-2.08721
9.0	-2.1624
10.0	-2.23116
20.0	-2.72645
30.0	-3.06808
40.0	-3.35583
50.0	-3.62016
60.0	-3.88126
70.0	-4.15842
80.0	-4.47576
90.0	-4.90775
100.0	-7.94067
