rank	score
0.001	0.97062
0.002	0.84357
0.003	0.79907
0.004	0.74654
0.005	0.69433
0.006	0.6668
0.007	0.64766
0.008	0.6216
0.009	0.61046
0.01	0.5946
0.02	0.43221
0.03	0.32882
0.04	0.26314
0.05	0.20276
0.06	0.1487
0.07	0.10604
0.08	0.06735
0.09	0.02353
0.1	-3e-05
0.2	-0.2201
0.3	-0.37643
0.4	-0.48795
0.5	-0.58263
0.6	-0.6588
0.7	-0.73022
0.8	-0.79206
0.9	-0.84714
1.0	-0.89622
2.0	-1.26996
3.0	-1.50578
4.0	-1.6781
5.0	-1.81911
6.0	-1.94311
7.0	-2.04928
8.0	-2.14157
9.0	-2.2249
10.0	-2.29984
20.0	-2.84891
30.0	-3.22529
40.0	-3.53367
50.0	-3.81366
60.0	-4.08423
70.0	-4.36627
80.0	-4.69248
90.0	-5.13015
100.0	-8.72579
