rank	score
0.001	1.17021
0.002	1.06892
0.003	0.99179
0.004	0.93835
0.005	0.88381
0.006	0.83801
0.007	0.81759
0.008	0.76743
0.009	0.74364
0.01	0.7123
0.02	0.53378
0.03	0.40963
0.04	0.31892
0.05	0.24467
0.06	0.17679
0.07	0.12316
0.08	0.07866
0.09	0.03618
0.1	-0.00063
0.2	-0.25105
0.3	-0.41283
0.4	-0.53357
0.5	-0.62003
0.6	-0.69568
0.7	-0.76207
0.8	-0.81676
0.9	-0.86635
1.0	-0.909
2.0	-1.22768
3.0	-1.431
4.0	-1.58697
5.0	-1.71384
6.0	-1.82295
7.0	-1.91831
8.0	-2.00253
9.0	-2.08003
10.0	-2.15265
20.0	-2.67166
30.0	-3.03535
40.0	-3.33652
50.0	-3.61448
60.0	-3.88692
70.0	-4.1764
80.0	-4.5156
90.0	-4.98149
100.0	-8.68001
