rank	score
0.001	1.18566
0.002	1.01354
0.003	0.87397
0.004	0.81671
0.005	0.77394
0.006	0.73383
0.007	0.70161
0.008	0.66873
0.009	0.64355
0.01	0.62978
0.02	0.4835
0.03	0.36527
0.04	0.27591
0.05	0.20409
0.06	0.15112
0.07	0.1088
0.08	0.06439
0.09	0.03478
0.1	-0.00037
0.2	-0.25484
0.3	-0.4052
0.4	-0.51417
0.5	-0.60447
0.6	-0.67927
0.7	-0.74355
0.8	-0.79596
0.9	-0.84128
1.0	-0.88468
2.0	-1.19167
3.0	-1.38207
4.0	-1.52653
5.0	-1.6413
6.0	-1.73765
7.0	-1.82162
8.0	-1.89892
9.0	-1.9672
10.0	-2.03144
20.0	-2.50057
30.0	-2.83829
40.0	-3.1271
50.0	-3.39427
60.0	-3.6614
70.0	-3.94922
80.0	-4.28291
90.0	-4.74017
100.0	-7.80906
