rank	score
0.001	1.18345
0.002	0.94903
0.003	0.87452
0.004	0.80329
0.005	0.75194
0.006	0.70154
0.007	0.65698
0.008	0.62582
0.009	0.6181
0.01	0.59493
0.02	0.41816
0.03	0.32652
0.04	0.25202
0.05	0.1922
0.06	0.13949
0.07	0.10039
0.08	0.06284
0.09	0.03001
0.1	-0.00014
0.2	-0.23487
0.3	-0.37362
0.4	-0.4674
0.5	-0.55369
0.6	-0.61977
0.7	-0.68277
0.8	-0.73548
0.9	-0.78061
1.0	-0.8271
2.0	-1.139
3.0	-1.3379
4.0	-1.48586
5.0	-1.60639
6.0	-1.71059
7.0	-1.80177
8.0	-1.88363
9.0	-1.95742
10.0	-2.0251
20.0	-2.52652
30.0	-2.88147
40.0	-3.17994
50.0	-3.45562
60.0	-3.72612
70.0	-4.01078
80.0	-4.33937
90.0	-4.78563
100.0	-7.76641
