rank	score
0.001	1.36133
0.002	1.24318
0.003	1.11947
0.004	1.05517
0.005	1.02971
0.006	0.98741
0.007	0.93991
0.008	0.9016
0.009	0.83874
0.01	0.81676
0.02	0.57513
0.03	0.42216
0.04	0.31572
0.05	0.23937
0.06	0.17566
0.07	0.12064
0.08	0.07672
0.09	0.03223
0.1	-0.00019
0.2	-0.23864
0.3	-0.38941
0.4	-0.5095
0.5	-0.59865
0.6	-0.67934
0.7	-0.74502
0.8	-0.80402
0.9	-0.85725
1.0	-0.90388
2.0	-1.22104
3.0	-1.4221
4.0	-1.57262
5.0	-1.69494
6.0	-1.79923
7.0	-1.89014
8.0	-1.9711
9.0	-2.04562
10.0	-2.11326
20.0	-2.60284
30.0	-2.94741
40.0	-3.23741
50.0	-3.50609
60.0	-3.77341
70.0	-4.05698
80.0	-4.38419
90.0	-4.83175
100.0	-7.96843
