rank	score
0.001	1.42668
0.002	1.21187
0.003	1.1436
0.004	1.05945
0.005	0.99265
0.006	0.94574
0.007	0.90389
0.008	0.85977
0.009	0.84403
0.01	0.82885
0.02	0.58946
0.03	0.4416
0.04	0.33326
0.05	0.23979
0.06	0.18156
0.07	0.11999
0.08	0.08256
0.09	0.03555
0.1	0.0
0.2	-0.26307
0.3	-0.43721
0.4	-0.56409
0.5	-0.65481
0.6	-0.73612
0.7	-0.80748
0.8	-0.86839
0.9	-0.91999
1.0	-0.96816
2.0	-1.31197
3.0	-1.53293
4.0	-1.6938
5.0	-1.82423
6.0	-1.93471
7.0	-2.0276
8.0	-2.11097
9.0	-2.18751
10.0	-2.25823
20.0	-2.75875
30.0	-3.10671
40.0	-3.39864
50.0	-3.66495
60.0	-3.92571
70.0	-4.20178
80.0	-4.51776
90.0	-4.94506
100.0	-7.90877
