rank	score
0.001	1.19327
0.002	0.94168
0.003	0.86916
0.004	0.83726
0.005	0.79178
0.006	0.70249
0.007	0.67641
0.008	0.6477
0.009	0.62321
0.01	0.57796
0.02	0.41669
0.03	0.35155
0.04	0.26984
0.05	0.20384
0.06	0.14664
0.07	0.09833
0.08	0.06227
0.09	0.02865
0.1	0.0
0.2	-0.23596
0.3	-0.38165
0.4	-0.48611
0.5	-0.56828
0.6	-0.64338
0.7	-0.70269
0.8	-0.76036
0.9	-0.80823
1.0	-0.85404
2.0	-1.16108
3.0	-1.35786
4.0	-1.50584
5.0	-1.62718
6.0	-1.73125
7.0	-1.8223
8.0	-1.90118
9.0	-1.9731
10.0	-2.04005
20.0	-2.52879
30.0	-2.87377
40.0	-3.16376
50.0	-3.43117
60.0	-3.69739
70.0	-3.97789
80.0	-4.30337
90.0	-4.74875
100.0	-8.36892
