rank	score
0.001	1.13005
0.002	1.00672
0.003	0.969
0.004	0.90963
0.005	0.88596
0.006	0.82465
0.007	0.79131
0.008	0.7688
0.009	0.74466
0.01	0.72179
0.02	0.52398
0.03	0.39057
0.04	0.28988
0.05	0.22985
0.06	0.17609
0.07	0.12194
0.08	0.0718
0.09	0.03263
0.1	-0.00043
0.2	-0.26893
0.3	-0.44805
0.4	-0.58413
0.5	-0.69083
0.6	-0.77504
0.7	-0.84852
0.8	-0.91693
0.9	-0.97432
1.0	-1.02949
2.0	-1.37457
3.0	-1.58766
4.0	-1.74253
5.0	-1.87022
6.0	-1.97795
7.0	-2.07632
8.0	-2.16205
9.0	-2.24241
10.0	-2.31463
20.0	-2.85448
30.0	-3.22608
40.0	-3.5231
50.0	-3.78901
60.0	-4.04559
70.0	-4.31479
80.0	-4.6204
90.0	-5.03885
100.0	-8.50142
