rank	score
0.001	1.40581
0.002	1.24189
0.003	1.12284
0.004	1.062
0.005	1.03106
0.006	0.93318
0.007	0.87783
0.008	0.82556
0.009	0.76568
0.01	0.73413
0.02	0.55245
0.03	0.40588
0.04	0.30836
0.05	0.23257
0.06	0.16826
0.07	0.11769
0.08	0.07003
0.09	0.0359
0.1	-7e-05
0.2	-0.25221
0.3	-0.41163
0.4	-0.52921
0.5	-0.62533
0.6	-0.69555
0.7	-0.76429
0.8	-0.82372
0.9	-0.87594
1.0	-0.92124
2.0	-1.24517
3.0	-1.44059
4.0	-1.58702
5.0	-1.70949
6.0	-1.80952
7.0	-1.89706
8.0	-1.97605
9.0	-2.04773
10.0	-2.11417
20.0	-2.59761
30.0	-2.94125
40.0	-3.22798
50.0	-3.49112
60.0	-3.7518
70.0	-4.0262
80.0	-4.34284
90.0	-4.77748
100.0	-7.7646
