rank	score
0.001	1.48396
0.002	1.33332
0.003	1.27896
0.004	1.19255
0.005	1.08132
0.006	1.05898
0.007	1.02474
0.008	0.96911
0.009	0.9292
0.01	0.91905
0.02	0.65356
0.03	0.51322
0.04	0.40248
0.05	0.30139
0.06	0.2288
0.07	0.15533
0.08	0.09835
0.09	0.0395
0.1	-0.00035
0.2	-0.28904
0.3	-0.47158
0.4	-0.59871
0.5	-0.70365
0.6	-0.78849
0.7	-0.85636
0.8	-0.91757
0.9	-0.97416
1.0	-1.02098
2.0	-1.36976
3.0	-1.5912
4.0	-1.75605
5.0	-1.88927
6.0	-2.00114
7.0	-2.09595
8.0	-2.18194
9.0	-2.25893
10.0	-2.32872
20.0	-2.82678
30.0	-3.17197
40.0	-3.4613
50.0	-3.73106
60.0	-3.99828
70.0	-4.28242
80.0	-4.6127
90.0	-5.06493
100.0	-8.19398
