rank	score
0.001	1.13398
0.002	1.02981
0.003	0.97325
0.004	0.9131
0.005	0.86919
0.006	0.81476
0.007	0.76335
0.008	0.70928
0.009	0.67566
0.01	0.65078
0.02	0.48547
0.03	0.37183
0.04	0.28532
0.05	0.21907
0.06	0.1508
0.07	0.1085
0.08	0.06599
0.09	0.02847
0.1	-0.00096
0.2	-0.22457
0.3	-0.37795
0.4	-0.49284
0.5	-0.58551
0.6	-0.66106
0.7	-0.72614
0.8	-0.78349
0.9	-0.83502
1.0	-0.88164
2.0	-1.20458
3.0	-1.40897
4.0	-1.56309
5.0	-1.68741
6.0	-1.79533
7.0	-1.88908
8.0	-1.97283
9.0	-2.04728
10.0	-2.1176
20.0	-2.63069
30.0	-2.99605
40.0	-3.30141
50.0	-3.58122
60.0	-3.85524
70.0	-4.14184
80.0	-4.46714
90.0	-4.8969
100.0	-7.85807
