rank	score
0.001	1.25162
0.002	1.13725
0.003	1.02925
0.004	0.95304
0.005	0.91879
0.006	0.85507
0.007	0.84197
0.008	0.81075
0.009	0.78252
0.01	0.75
0.02	0.50421
0.03	0.38217
0.04	0.28278
0.05	0.22275
0.06	0.17113
0.07	0.11106
0.08	0.06747
0.09	0.02764
0.1	-0.00112
0.2	-0.25738
0.3	-0.41958
0.4	-0.53344
0.5	-0.63182
0.6	-0.71179
0.7	-0.78052
0.8	-0.84115
0.9	-0.89071
1.0	-0.94095
2.0	-1.27318
3.0	-1.48806
4.0	-1.64627
5.0	-1.77594
6.0	-1.88641
7.0	-1.9814
8.0	-2.06711
9.0	-2.14513
10.0	-2.21658
20.0	-2.73667
30.0	-3.09582
40.0	-3.39585
50.0	-3.66861
60.0	-3.93694
70.0	-4.21919
80.0	-4.5456
90.0	-4.99179
100.0	-8.28869
