rank	score
0.001	1.25799
0.002	1.10773
0.003	1.07355
0.004	1.0009
0.005	0.95205
0.006	0.90974
0.007	0.87801
0.008	0.86174
0.009	0.82714
0.01	0.81264
0.02	0.59708
0.03	0.46082
0.04	0.3516
0.05	0.26727
0.06	0.20125
0.07	0.14611
0.08	0.09867
0.09	0.05118
0.1	-0.00012
0.2	-0.34919
0.3	-0.5603
0.4	-0.70049
0.5	-0.80789
0.6	-0.89755
0.7	-0.97255
0.8	-1.03597
0.9	-1.09127
1.0	-1.14242
2.0	-1.48478
3.0	-1.70957
4.0	-1.88571
5.0	-2.031
6.0	-2.15284
7.0	-2.26199
8.0	-2.36006
9.0	-2.44667
10.0	-2.52703
20.0	-3.0788
30.0	-3.44177
40.0	-3.73561
50.0	-4.00537
60.0	-4.27476
70.0	-4.56425
80.0	-4.90728
90.0	-5.39612
100.0	-9.236
