rank	score
0.001	1.18507
0.002	0.99536
0.003	0.88256
0.004	0.81391
0.005	0.7731
0.006	0.73183
0.007	0.6789
0.008	0.65182
0.009	0.63117
0.01	0.59945
0.02	0.43503
0.03	0.33565
0.04	0.25731
0.05	0.19299
0.06	0.14532
0.07	0.10021
0.08	0.06199
0.09	0.03009
0.1	-0.00095
0.2	-0.22158
0.3	-0.34705
0.4	-0.43845
0.5	-0.52437
0.6	-0.58981
0.7	-0.64854
0.8	-0.7031
0.9	-0.74967
1.0	-0.79027
2.0	-1.07129
3.0	-1.25387
4.0	-1.39078
5.0	-1.50166
6.0	-1.59672
7.0	-1.67977
8.0	-1.7543
9.0	-1.8212
10.0	-1.88296
20.0	-2.3451
30.0	-2.67965
40.0	-2.9645
50.0	-3.22769
60.0	-3.49008
70.0	-3.76899
80.0	-4.09217
90.0	-4.54336
100.0	-7.99804
