rank	score
0.001	0.82561
0.002	0.73041
0.003	0.69286
0.004	0.6351
0.005	0.62141
0.006	0.57726
0.007	0.56526
0.008	0.54557
0.009	0.53108
0.01	0.52036
0.02	0.3853
0.03	0.30202
0.04	0.24739
0.05	0.20108
0.06	0.14213
0.07	0.0959
0.08	0.06243
0.09	0.03335
0.1	-0.00183
0.2	-0.2508
0.3	-0.43261
0.4	-0.58026
0.5	-0.70152
0.6	-0.80382
0.7	-0.89057
0.8	-0.96635
0.9	-1.03726
1.0	-1.10161
2.0	-1.4635
3.0	-1.6723
4.0	-1.82048
5.0	-1.94475
6.0	-2.04884
7.0	-2.14311
8.0	-2.22973
9.0	-2.30825
10.0	-2.38111
20.0	-2.941
30.0	-3.3179
40.0	-3.6107
50.0	-3.8645
60.0	-4.10687
70.0	-4.35901
80.0	-4.65517
90.0	-5.06381
100.0	-8.45513
