rank	score
0.001	1.21225
0.002	1.04685
0.003	0.96488
0.004	0.87332
0.005	0.80648
0.006	0.75243
0.007	0.71625
0.008	0.6806
0.009	0.64801
0.01	0.63518
0.02	0.49518
0.03	0.35862
0.04	0.27451
0.05	0.20754
0.06	0.15199
0.07	0.10813
0.08	0.06162
0.09	0.03148
0.1	-0.00023
0.2	-0.24087
0.3	-0.39089
0.4	-0.50134
0.5	-0.59269
0.6	-0.66249
0.7	-0.72686
0.8	-0.78264
0.9	-0.83308
1.0	-0.8797
2.0	-1.19226
3.0	-1.38493
4.0	-1.53064
5.0	-1.64828
6.0	-1.74708
7.0	-1.83257
8.0	-1.91068
9.0	-1.97919
10.0	-2.04468
20.0	-2.51174
30.0	-2.84399
40.0	-3.12525
50.0	-3.38942
60.0	-3.65156
70.0	-3.93127
80.0	-4.26062
90.0	-4.71299
100.0	-8.23547
