rank	score
0.001	1.34901
0.002	1.15092
0.003	1.09826
0.004	1.05778
0.005	1.01306
0.006	0.98761
0.007	0.96077
0.008	0.92405
0.009	0.89995
0.01	0.86215
0.02	0.6528
0.03	0.51129
0.04	0.40218
0.05	0.29765
0.06	0.21798
0.07	0.1625
0.08	0.0875
0.09	0.04236
0.1	-0.0016
0.2	-0.30239
0.3	-0.4768
0.4	-0.60812
0.5	-0.70449
0.6	-0.78961
0.7	-0.85883
0.8	-0.92268
0.9	-0.97801
1.0	-1.02859
2.0	-1.38277
3.0	-1.60905
4.0	-1.77183
5.0	-1.90644
6.0	-2.01702
7.0	-2.11224
8.0	-2.1985
9.0	-2.27401
10.0	-2.34296
20.0	-2.82852
30.0	-3.15668
40.0	-3.4311
50.0	-3.68468
60.0	-3.93602
70.0	-4.20392
80.0	-4.51416
90.0	-4.94705
100.0	-8.00996
