rank	score
0.001	1.13703
0.002	1.10488
0.003	1.01387
0.004	0.9309
0.005	0.89056
0.006	0.79353
0.007	0.76476
0.008	0.72804
0.009	0.70024
0.01	0.67388
0.02	0.50503
0.03	0.36643
0.04	0.29968
0.05	0.23129
0.06	0.17322
0.07	0.11481
0.08	0.07221
0.09	0.02831
0.1	-0.0003
0.2	-0.25526
0.3	-0.41381
0.4	-0.54069
0.5	-0.64726
0.6	-0.73566
0.7	-0.80878
0.8	-0.87094
0.9	-0.92679
1.0	-0.98031
2.0	-1.33871
3.0	-1.5554
4.0	-1.71786
5.0	-1.85034
6.0	-1.96267
7.0	-2.06107
8.0	-2.14788
9.0	-2.22471
10.0	-2.29559
20.0	-2.81492
30.0	-3.17596
40.0	-3.48327
50.0	-3.76349
60.0	-4.03996
70.0	-4.33385
80.0	-4.67369
90.0	-5.14103
100.0	-8.72303
