rank	score
0.001	1.54159
0.002	1.43302
0.003	1.34008
0.004	1.27433
0.005	1.17347
0.006	1.13692
0.007	1.08816
0.008	1.05636
0.009	1.02413
0.01	1.00494
0.02	0.72571
0.03	0.53126
0.04	0.39706
0.05	0.28466
0.06	0.21733
0.07	0.1436
0.08	0.08793
0.09	0.04486
0.1	-0.00014
0.2	-0.2889
0.3	-0.47978
0.4	-0.60642
0.5	-0.70442
0.6	-0.78916
0.7	-0.86606
0.8	-0.927
0.9	-0.989
1.0	-1.04308
2.0	-1.41671
3.0	-1.6445
4.0	-1.81336
5.0	-1.94768
6.0	-2.06233
7.0	-2.15867
8.0	-2.2435
9.0	-2.32174
10.0	-2.39067
20.0	-2.88975
30.0	-3.23544
40.0	-3.52602
50.0	-3.79386
60.0	-4.05962
70.0	-4.34486
80.0	-4.67691
90.0	-5.14005
100.0	-8.78498
