rank	score
0.001	1.34158
0.002	1.18168
0.003	1.09782
0.004	1.01437
0.005	0.99127
0.006	0.96433
0.007	0.93378
0.008	0.90472
0.009	0.86838
0.01	0.8483
0.02	0.67851
0.03	0.5196
0.04	0.41875
0.05	0.30861
0.06	0.23344
0.07	0.16264
0.08	0.09855
0.09	0.04623
0.1	-0.00108
0.2	-0.30371
0.3	-0.49107
0.4	-0.63047
0.5	-0.7311
0.6	-0.82015
0.7	-0.89677
0.8	-0.96531
0.9	-1.02995
1.0	-1.08247
2.0	-1.47434
3.0	-1.72454
4.0	-1.90679
5.0	-2.0547
6.0	-2.17756
7.0	-2.2856
8.0	-2.37987
9.0	-2.46586
10.0	-2.54363
20.0	-3.11682
30.0	-3.51111
40.0	-3.8378
50.0	-4.13163
60.0	-4.41079
70.0	-4.6987
80.0	-5.02207
90.0	-5.44798
100.0	-8.37623
